title,"name_in_the_communication_poem(字, 別號, 姓+字, or 姓+名)",notes(other name patterns),zi 字,hao 別號,surname_zi 姓+字,all_surnames
喜楊方叔見訪,楊方叔,,方叔,方叔,,楊;方
喜次律兄見過,次律,,次律,,,
喜汪叔野見過,汪叔野,,叔野,,汪叔野,汪
喜邵孟清見過,x,,,,,邵;孟
喜雨呈鄭高郵,x,,,,,鄭;高
四月見梅花作,x,,,,,梅
城固道中先寄,x,,,,,
城東寄王越州,x,,,,,王;東;越
壽昌元夕建醮,?,,,,,昌;元;壽
壽昌寺碧溪軒,?,,,,,昌;壽
夢曾存之見過,曾存之,,存之,,曾存之,曾
夾山見船子贊,船子,,,船子,,山
奉和太素見詒,太素,,太素,,,和
奉酬劉令見懷,x,,,,,懷;劉
奉酬德莊見和,x,,德莊,,,莊;和
奉酬永叔見贈,永叔,,永叔,,,
奉酬約之見招,約之,,約之,,,
子發移令上高,子發,,子發,,,高
子重見過夜話,子重,,子重,,,
孟子 求放心,x,,,,,孟
宇文樞密挽詩,x,,,,,宇文
宇文瀘州挽詩,x,,,,,宇文
安福縣途中作,x,,,,,安
官滿將見舍弟,x,,,,,滿
宜賓別楊同年,x,,,,,宜;楊;別
宿宣化鎮僧寺,x,,,,,宿
宿銅陵寺題壁,x,,,,,宿
寄劉伯宣南昌,x,,,,,昌;劉;南
寄南昌黄次山,次山,,次山,次山,,昌;山;南;黃
寄南海郭憲使,x,,,,,郭;南
寄名山李著作,x,,,,,山;李
寄嘉興黄尉府,x,,,,,黃
寄嚴州陸使君,x,,,,,陸;嚴
寄平江吳煥章,x,,,,,吳;平;章
寄平江薛梅坡,薛梅坡,,,梅坡,,平;薛;梅
寄成都宇文裘,x,,,,,宇文;裘;成
寄揚州侯都監,x,,,,,侯
寄撫州樓使君,x,,,,,
寄撫州謝幼槃,謝幼槃,,幼槃,,謝幼槃,謝
寄撫州鍾郎中,x,,,,,鍾
寄會稽張待制,x,,,,,張
寄杜南安子野,安子野,,子野,,安子野,安;杜;南
寄東陽王明府,x,,,,,王;東
寄永嘉王博士,x,,,,,王
寄泉州□侍郎,x,,,,,
寄王平江侍郎,x,,,,,王;平
寄琦公住小溪,x,,,,,公
寄福州李伯達,李伯達,,伯達,,,李
寄襄陽觀徐師,x,,,,,徐
寄許樂清冲輔,x,,,,,許;樂
寄贈歐陽伯威,歐陽伯威,,伯威,,歐陽伯威,歐陽
寄越上高疎寮,高疎寮,,,疎寮,,高;越
寄趙漳州話病,x,,,,,趙
寄金華方養晦,養晦,,養晦,,,金;養;方
寄長沙何子玉,何子玉,,子玉,,,何;沙
寄長沙燕守度,x,,,,,燕;沙
寄長沙王源祖,x,,,,,王;祖;沙
寄陳蓬州圖南,圖南,,圖南,,,蓬;陳;南
寄題京山書院,x,,,,,山
寄餘干徐隠甫,x,,,,,干;徐
寄饒州范待制,x,,,,,饒;范
寄高郵王定國,王定國,,定國,,王定國,王;高
寄龍安照禪師,x,,,,,安;龍
寄㑃堂仁和尚,x,,,,,和
將入石壁山作,石壁,,,石壁,,山;石
崇德圓老請贊,x,,,,,
巴陵官舍二題,x,,,,,巴
平江送王騰叔,x,,,,,王;平
廬陵贈異孤峰,x,,,,,
弋陽徐宰見過,x,,,,,徐;宰
張奕見訪逆旅,x,,,,,張;奕
彦周見和復答,x,,,,,周;和
彭州上元二首,x,,,,,彭;元
感王太守見訪,x,,,,,王
懷峨眉家先生,x,,,,,家;懷
懷永康顔明府,x,,,,,康;懷
懷當塗石城寺,x,,,,,懷;石
懷襄陽郭戶曹,x,,,,,郭;懷;曹
成都府學釋奠,x,,,,,成
成都府鹿鳴宴,x,,,,,成;鹿
承友携琴見訪,x,,,,,
承見再和用韻,x,,,,,和
拜婺源文公祠,x,,,,,公
挽山居劉侯官,x,,,,,侯;山;劉
挽建寧林知丞,x,,,,,寧;林
挽心泉蒲處士,x,,,,,蒲
挽新昌呂脩職,x,,,,,呂;昌
挽東陽郭德誼,郭德誼,,德誼,,郭德誼,東;郭
挽玉山詹教授,x,,,,,詹;山
挽錢心齋先生,錢心齋,,,心齋,,錢
揚州天慶觀作,x,,,,,
揚州留一上人,x,,,,,
揚州聞歌二首,x,,,,,聞
文顯兄弟見過,文顯,,文顯,,,
新昌留別一首,x,,,,,昌;別
方福州生日行,x,,,,,方
於潛僧綠筠軒,x,,,,,於
於潛道中戲作,潛道,,潛道,,,於
昌國偶成一首,成一;昌國,,成一;昌國,,,昌;成
書懷呈江陰軍,x,,,,,陰;懷
會同年共樂臺,x,,,,,樂
會稽偶作二首,x,,,,,
有感寄唐月心,x,,,,,唐
楊嚴州母挽詞,x,,,,,楊;嚴
次劉蒼涯見訪,x,,,,,劉;蒼
次史魏公見招,x,,,,,公;魏
次周戶曹見寄,次周,,次周,,,周;曹
次山房見寄韻,次山,,次山,山房,,房;山
次心泉卜隠韻,x,,,,,卜
次懶窠見寄韻,x,,,,,
次招客見贈韻,x,,,,,
次曹近山見寄,x,,,,,山;曹
次李玉峰見寄,李玉峰,,,玉峰,,李
次李鶴雲見寄,x,,,,,雲;李
次王勉夫見招,王勉夫,,勉夫,,王勉夫,王
次竹窗見寄韻,x,,,竹窗,,
次聰父見遺韻,x,,,,,
次通一見詒韻,通一,,通一,,,
次陳子真見別,陳子真,,子真,,陳子真,陳;別
次韵亨中見寄,x,,,,,
次韵伯皋見別,伯皋,,伯皋,,,別
次韵傳師見過,傳師,,傳師,,,
次韵元翁見寄,x,,,,,翁;元
次韵劉涇見寄,x,,,,,劉
次韵升師見招,x,,,,,
次韵參寥見別,x,,,,,別
次韵和王泰州,x,,,,,王;和
次韵因老見贈,x,,,,,
次韵子椿見寄,x,,,,,
次韵子瞻見寄,子瞻,,子瞻,,,
次韵季長見示,季長,,季長,,,季
次韵安禮見寄,安禮,,安禮,,,安
次韵履常見貽,履常,,履常,,,常
次韵張耒見寄,x,,,,,張
次韵徐十見招,x,,,,,徐
次韵徐爽見寄,x,,,,,徐
次韵思睿見寄,x,,,,,
次韵斯遠見懷,斯遠,,斯遠,,,懷
次韵斯遠見贈,斯遠,,斯遠,,,
次韵方平見寄,方平,,方平,,,平;方
次韵昌甫見寄,x,,,,,昌
次韵曼叔見寄,曼叔,,曼叔,,,
次韵李逵見贈,x,,,,,李
次韵樸侄見寄,x,,,,,
次韵次卿見寄,次卿,,次卿,,,
次韵毛君見贈,x,,,,,毛
次韵永仁見贈,x,,,,,
次韵濟道見寄,濟道,,濟道,,,
次韵王鞏見寄,x,,,,,王;鞏
次韵王鞏見贈,x,,,,,王;鞏
次韵秦觀見寄,x,,,,,秦
次韵穆父見戲,穆父,,穆父,,,穆
次韵端禮見寄,x,,,,,
次韵答人見寄,x,,,,,
次韵答張沙河,x,,,,,張;沙
次韵管尉見贈,x,,,,,
次韵聰師見寄,x,,,,,
次韵見寄兩絕,x,,,,,
次韵蹈中見寄,蹈中,,蹈中,,,
次韵道潛見寄,x,,,,,
次韵邠老見貽,邠老,,邠老,,,
次韵邦老見貺,邦老,,邦老,,,
次韵閱道見貽,閱道,,閱道,,,
次韻世美見寄,世美,,世美,,,
次韻仲弓見懷,仲弓,,仲弓,,,懷;仲;弓
次韻仲弓見答,仲弓,,仲弓,,,仲;弓
次韻仲弓見贈,仲弓,,仲弓,,,仲;弓
次韻仲甄見貽,x,,,,,仲;甄
次韻伯成見贈,伯成,,伯成,,,成
次韻傅丈見寄,x,,,,,傅
次韻僧潛見贈,x,,,,,
次韻元亢見貽,x,,,,,元
次韻元壽見贈,x,,,,,元;壽
次韻元章見寄,x,,,,,章;元
次韻元素見寄,x,,,,,元
次韻前人見寄,x,,,,,
次韻前人見贈,x,,,,,
次韻即事見懷,x,,,,,懷
次韻叔興見贈,叔興,,叔興,,,
次韻孫海見贈,x,,,,,孫
次韻定國見寄,定國,,定國,,,
次韻山中見寄,x,,,,,山
次韻山人見寄,x,,,,,山
次韻師川見和,師川,,師川,,,和
次韻師川見贈,師川,,師川,,,
次韻張老見贈,x,,,,,張
次韻張䇓見寄,x,,,,,張
次韻彦由見贈,彦由,,彦由,,,
次韻德升見懷,德升,,德升,,,懷
次韻德卲見寄,x,,,,,
次韻徽言見贈,x,,,,,
次韻志宏見示,志宏,,志宏,,,
次韻悟師見寄,x,,,,,
次韻承君見寄,承君,,承君,,,
次韻提舶見招,x,,,,,
次韻斯遠見寄,斯遠,,斯遠,,,
次韻日新見招,日新,,日新,,,
次韻時瑞見寄,x,,,,,時
次韻曾侯見寄,x,,,,,侯;曾
次韻樗年見簡,樗年,,樗年,,,簡
次韻歐陽天聰,x,,,,,歐陽
次韻歐陽廣明,x,,,,,廣;歐陽
次韻止老見贈,x,,,,,
次韻正紀見寄,x,,,,,紀
次韻段縫見贈,x,,,,,段
次韻汪宰見寄,x,,,,,汪;宰
次韻申伯見贈,伯見,,伯見,,,
次韻程兄見寄,x,,,,,程
次韻經臣見贈,經臣,,經臣,,,
次韻維心二首,x,,,,,
次韻維心憶梅,x,,,,,梅
次韻芳洲見寄,芳洲,,,芳洲,,
次韻茂恭見寄,茂恭,,茂恭,,,
次韻見寄二首,x,,,,,
次韻見寄喜雨,x,,,,,
次韻謙仲見寄,謙仲,,謙仲,謙仲,,仲
次韻謝兄見寄,x,,,,,謝
次韻賓暘龍泉,賓暘,,賓暘,,,龍
次韻過醴陵驛,x,,,,,
次韻道卿見貽,道卿,,道卿,,,
次韻醇中見寄,x,,,,,
次韻順之見寄,順之,,順之,,,
次韻齊君見過,,,,,,齊
次韻齡叟見寄,x,,,,,
歐陽伯威挽詞,歐陽伯威,,伯威,,歐陽伯威,歐陽
歐陽全真生日,歐陽全真,,全真,,歐陽全真,歐陽;全
歐陽升之挽辭,歐陽升之,,升之,,,歐陽
歸入古田界作,x,,,,,田;古
永叔內翰見訪,永叔,,永叔,,,
永叔內翰見過,永叔,,永叔,,,
永州寄翁靈舒,翁靈舒,,靈舒,,翁靈舒,翁;舒
永新法雲上方,x,,,,,雲;方
永豐道上阻水,x,,,,,豐
江夏秋懷三首,x,,,,,夏;懷;秋
江山送客次韻,x,,,,,山
江心望彭澤作,x,,,,,彭
河南王尉西齋,x,,,,,王;南
泉州貢闈慶成,x,,,,,成
泊崇德縣曉作,?,,,,,
泊巴陵聞曉角,?,,,,,聞;巴
海康西館有懷,x,,,,,康;懷
清暑堂會同年,x,,,,,
游寧國奉聖寺,x,,,,,游;寧
游江陰壽寜寺,x,,,,,陰;游;壽
湖上見擔稻者,x,,,,,
無錫寄孫正之,孫正之,,正之,,孫正之,孫
熊公見西山贊,西山,,,西山,,熊;山;公
爲鄉人賦心田,x,,,,,田
犍為王氏書樓,x,,,,,王
王梁山畫像贊,x,,,,,王;山;梁
王洽永嘉帖贊,x,,,,,王
留別南昌諸友,x,,,,,昌;別;南
留別昌國五首,昌國,,昌國,,,昌;別
留別永嘉文友,x,,,,,別
留錢塘十二年,x,,,,,錢
留題興安王廟,x,,,,,王;安
當直偶題所見,x,,,,,
病中郭尉見訪,x,,,,,郭
眉州禪僧一首,x,,,,,
確然雪中見過,x,,,,,
示表弟沈見可,x,,,,,沈
竹洲見寄次韵,竹洲,,,竹洲,,
答仇山村見寄,x,,,,,山;仇
答吳濟仲見寄,吳濟仲,,濟仲,,,吳;仲
答呂公著見贈,呂公著,,公著,,,呂;公
答呂晦叔見贈,呂晦叔,,晦叔,,呂晦叔,呂
答周德夫見寄,周德夫,,德夫,,,周
答孫莘老見寄,孫莘老,,莘老,,孫莘老,孫;莘
答宋太祝見贈,x,,,,,祝;宋
答宋履中見贈,宋履中,,履中,,,宋
答宜禪頌見謁,x,,,,,宜
答崑山李明府,李明,,李明,,,山;李
答張子立見寄,張子立,,子立,,,張
答張念五見寄,x,,,,,張
答揚州劉原甫,x,,,,,劉
答朱彭州喜雪,x,,,,,彭;朱
答朱薌林見寄,x,,,,,朱;林
答李廣心見贈,x,,,,,廣;李
答李景文見寄,李景文,,景文,,,景;李
答李正議見貽,x,,,,,李
答梅聖俞見贈,梅聖俞,,聖俞,,梅聖俞,俞;梅
答王晦之見寄,王晦之,,晦之,,,王
答王禹玉見贈,王禹玉,,禹玉,,王禹玉,王;禹
答王詹叔見寄,王詹叔,,詹叔,,王詹叔,王;詹
答臨淄公見招,x,,,,,公
答蘇子美見寄,蘇子美,,子美,,蘇子美,蘇
答許發運見寄,x,,,,,許
答趙心游與梭,x,,,,,趙;游
答金華王玉成,王玉成,,玉成,玉成,王玉成,王;金;成
答陳宗道見寄,陳宗道,,宗道,,,陳;宗
答青山閣見寄,青山,,,青山,,山
答顔長道見寄,長道,,長道,,,
答魯虞部見寄,x,,,,,虞;魯
紀龍井上所見,x,,,,,井;紀;龍
聞有長沙之命,x,,,,,聞;沙
聞范饒州移疾,x,,,,,饒;聞;范
聽崇德君鼓琴,x,,,,,
臨川戯留友人,x,,,,,
自郡還寄長道,長道,,長道,,,
至日題江山驛,x,,,,,山
至金谿與康功,康功,,康功,,,金;康
舅氏見索新詩,x,,,,,索
與眉州遠上人,x,,,,,
與福州滿禪人,x,,,,,滿
良遂見麻谷贊,x,,,,,麻;谷
萍鄉縣丞求頌,x,,,,,
蕭著作宰豐城,x,,,,,豐;蕭;宰
行之見和再寄,行之,,行之,,,和
行之見招觀畫,行之,,行之,,,
衢州早行書懷,x,,,,,懷
表弟包潁見寄,x,,,,,包
襄陽大悲院作,x,,,,,
西園晚秋見寄,西園,,,西園,,秋
見劉後村先生,劉後村,,,後村,,劉;後
見張魏公二首,x,,,,,公;魏;張
見梅用攀字韻,x,,,,,梅
見榴花寄周丈,x,,,,,周
見浙翁琰禪師,x,,,,,翁
見牡丹呈諸友,x,,,,,
見率齋王廉使,率齋,,率齋,率齋,,王
見陳月觀二首,x,,,,,陳
見鵲補巢戲作,x,,,,,巢
訓蒙絕句 心,x,,,,,蒙
訪古田劉無競,古田;劉無競,,無競,,劉無競,田;劉;古
訪金蓀壁山居,x,,,,,金;山
謁扶胥南海廟,x,,,,,扶;胥;南
謁諸葛丞相廟,x,,,,,葛;諸葛;相
謝二吳書見訪,x,,,,,謝;吳
謝劉時昇見訪,x,,,,,謝;劉;時
謝向提刑見訪,x,,,,,謝;向
謝呂友善見和,呂友善,,友善,,,呂;謝;和
謝尹綠坡見訪,x,,,,,謝
謝師刑部見召,x,,,,,謝
謝常州蔡提幹,x,,,,,謝;蔡;常
謝張中允見訪,x,,,,,謝;張
謝張太保見訪,x,,,,,謝;張
謝張御史見訪,x,,,,,謝;張
謝徐大雅見過,徐大雅,,大雅,,,謝;徐
謝徐容齋見訪,徐容齋,,,容齋,,容;謝;徐
謝懷安州王守,x,,,,,王;謝;懷;安
謝晦齋倅嘉興,晦齋,,,晦齋,,謝
謝曾台州送梅,x,,,,,台;謝;曾;梅
謝李洪州蒞學,x,,,,,洪;謝;李
謝杜合州送酒,x,,,,,謝;杜
謝毛子文見壽,毛子文,,子文,子文,,毛;謝;壽
謝汪尚書見訪,x,,,,,汪;謝
謝王宣教見訪,x,,,,,王;謝
謝葉秀州惠酒,x,,,,,惠;葉;謝
謝董都官見寄,x,,,,,謝;董
謝蕭和伯見訪,蕭和伯,,伯見,,,謝;和;蕭
謝贇闍梨見訪,x,,,,,謝
謝趙山臺見訪,x,,,,,謝;趙;山
謝郭運幹見訪,x,,,,,郭;謝
賀黄見山應薦,黄見山,,,見山,,賀;山;應;黃
贈余月心五首,x,,,,,余
贈南安黄梅峰,梅峰,,,梅峰,,安;南;梅;黃
贈吳昌國二首,吳昌國,,昌國,,,昌;吳
贈嘉興徐同年,x,,,,,徐
贈太和曾機宜,太和,,太和,,,宜;和;曾
贈宋道人無心,宋道人,,道人,,,宋
贈尚長道簽判,尚長道,,長道,,尚長道,
贈建寧妓唐玉,x,,,,,唐;寧
贈心梅黄教諭,x,,,,,梅;黃
贈於潛張定國,張定國,,定國,,張定國,張;於
贈會稽尹醫師,x,,,,,
贈歐陽成判官,x,,,,,歐陽;成
贈歐陽生善相,x,,,,,歐陽;相
贈永嘉張德載,張德載,,德載,,,張
贈江寧王高士,x,,,,,王;高;寧
贈浮梁汪易數,x,,,,,汪;梁;易
贈當塗朱仲敏,x,,,,,仲;朱
贈長沙僧守節,守節,,守節,,,沙
贈長沙譚存心,譚存心,,,存心,,譚;沙
蹈中見過山間,蹈中,,蹈中,,,山
輓錢塘蔡令君,x,,,,,蔡;錢
送上虞孫主簿,x,,,,,虞;孫
送上饒皇甫宰,x,,,,,饒;宰;皇甫
送五侄歸南安,x,,,,,安;南
送人南海鈐兵,x,,,,,南
送人赴沅州任,x,,,,,任
送傑老住仙遊,x,,,,,
送元叔守建昌,x,,,,,昌;元
送別湖南部曲,x,,,,,別;南
送勝之宰仁和,勝之,,勝之,,,和;宰
送南昌郭主簿,x,,,,,昌;郭;南
送吉水包長官,x,,,,,吉;包
送吳松溪過淮,x,,,,,吳;松
送呂掾歸揚州,x,,,,,呂
送因甫宰湘鄉,因甫,,因甫,,,宰
送太君之建昌,x,,,,,昌
送如兄見枯樁,x,,,,,
送子晦宰南安,子晦,,子晦,,,安;宰;南
送季同歸龍泉,x,,,,,季;龍
送左眉州之任,x,,,,,任;左
送平江趙法曹,x,,,,,趙;平;曹
送張丞歸平江,x,,,,,平;張
送張子元班見,x,,,,,元;張;班
送張漢州赴召,x,,,,,張
送張真州大經,x,,,,,張
送徐仙遊赴省,x,,,,,徐
送惟正歸錢塘,x,,,,,錢
送惠思歸錢塘,x,,,,,惠;錢
送慧勤歸餘杭,x,,,,,杭
送慶善之江陰,善之,,善之,,,陰
送成老赴西安,成老,,成老,,,安;成
送才元長樂倅,x,,,,,元;樂
送才叔宰烏程,才叔,,才叔,,,宰;程;烏
送撫州錢郎中,x,,,,,錢
送敦詩遊臨川,x,,,,,
送施徽州二首,x,,,,,施
送晉原喬主簿,x,,,,,喬
送會稽何從事,x,,,,,何;從
送李果州歸蜀,x,,,,,李
送杜介歸揚州,x,,,,,杜
送榘恭回貴池,x,,,,,池
送榮叔歸蕭山,榮叔,,榮叔,,,蕭;山;榮
送永嘉陳有輝,x,,,,,陳
送永州唐德明,唐德明,,德明,,唐德明,唐
送沈康知常州,沈知常,,知常,,,康;沈;常
送沖卿守高郵,沖卿,,沖卿,,,高
送泉州周尚書,x,,,,,周
送海琳遊南海,x,,,,,南
送潘士方建昌,x,,,,,昌;潘;方
送玉堂守永嘉,x,,,,,
送王昌州屯田,x,,,,,王;昌;田
送王饒州赴召,x,,,,,王;饒
送祝生東陽簿,x,,,,,東;祝
送禮禪歸臨川,x,,,,,
送秀才歸南海,x,,,,,南
送端式歸漳州,x,,,,,
送翁巴陵之官,x,,,,,翁;巴
送老聞歸安公,x,,,,,公;安;聞
送舜卿遊建昌,舜卿,,舜卿,,,昌
送華陽劉法師,華陽,,,華陽,,劉
送葉宰赴豐城,x,,,,,豐;葉;宰
送葉泉州二首,x,,,,,葉
送董煟歸鄱陽,x,,,,,董
送蕭山錢著作,x,,,,,蕭;山;錢
送襄陽馮主簿,x,,,,,馮
送趙大冶晦之,晦之,,晦之,,,趙
送趙宰之上虞,趙宰之,,,,,虞;趙;宰
送趙成都五首,趙成都,,,,,趙;成
送趙揭陽北上,趙揭陽,,,,,趙
送道人歸華陽,道人,x,道人,華陽,,
送邵武張學士,x,,,,,武;邵;張
送郎丞之桐城,x,,,,,
送鄭嚴州四首,x,,,,,鄭;嚴
送鄱陽復道者,x,,,,,
送酒與諸葛宰,x,,,,,葛;諸葛;宰
送陳永康昌年,x,,,,,陳;康;昌
送陳瞻知永州,x,,,,,陳
送頔子歸廬陵,x,,,,,
送頔子還廬陵,x,,,,,
送願兄化永嘉,x,,,,,
送餘姚陳寺丞,x,,,,,陳;姚
送餘干李少府,x,,,,,干;李
送饒州董博士,x,,,,,饒;董
送馮卿歸無錫,x,,,,,馮
送高郵友上人,x,,,,,高
送鮮于帥三首,x,,,,,于;鮮于
逰合江園戲題,x,,,,,
遊宜興張公洞,x,,,,,宜;公;張
過陳橋見太行,x,,,,,陳
鄰山縣道上作,x,,,,,山
鄰幾君章見過,君章;鄰幾,,君章;鄰幾,,,章
酌建陽王氏酒,x,,,,,王
酬任正叔見和,任正叔,,正叔,,,任;和
酬余補之見寄,余補之,,補之,補之,,余
酬吳季野見寄,吳季野,,季野,,,吳;季
酬張進彦見寄,x,,,,,張
酬李如山見寄,李如山,,如山,,,山;李
酬李才叔見贈,李才叔,,才叔,,,李
酬李篔房見寄,李篔房,,,篔房,,房;李
酬源上人見寄,x,,,,,
酬王太博見寄,x,,,,,王
酬盧宗說見貽,x,,,,,盧;宗
酬程忠彥見寄,x,,,,,程
酬程忠彥見贈,x,,,,,程
酬簡上人見寄,x,,,,,簡
酬耿天隲見寄,x,,,,,耿
酬襄陽儲檢法,x,,,,,儲
酬謝皋父見寄,x,,,,,謝
酬長沙鄧壽甫,鄧壽甫,,壽甫,,,鄧;沙;壽
酬陳復初見寄,陳復初,,,復初,,陳;初
酬陳校書見寄,x,,,,,陳
酬雲間僧見寄,x,,,,,雲
酬高景仁見寄,高景仁,,景仁,,,景;高
酬黄仲宣見寄,黄仲宣,,仲宣,,,仲;黃
酬黄執禮見和,黄執禮,,執禮,,,和;黃
酬黄帝錫見和,黄帝錫,,帝錫,,,和;黃
酬黄秀才見寄,x,,,,,黃
醉筆呈尚長道,尚長道,,長道,,尚長道,
錢塘別諸同年,x,,,,,錢;別
錢塘晚渡別友,x,,,,,錢;別
錢塘書懷二首,x,,,,,懷;錢
陳浩赴福州幕,x,,,,,陳
陳生攜文見過,x,,,,,陳
陳襄陽歸長興,x,,,,,陳
離邑寄顔長道,長道,,長道,,,
雨懷安止三首,x,,,,,安;懷
韓文公見大顛,x,,見大,,,公;韓
題上虞南塔院,x,,,,,虞;南
題上虞蘭芎山,x,,,,,虞;山;蘭
題信州祥符寺,x,,,,,符
題吉水南華寺,x,,,,,吉;南
題大眉小眉山,x,,,,,山
題宋德清詩稿,宋德清,,德清,,,宋
題岑氏心遠亭,x,,心遠,,,岑
題常州獨孤檜,x,,,,,獨孤;常
題建寧南鄉橋,x,,,,,寧;南
題張德清悅齋,張德清;悅齋,,德清,悅齋,,張
題德清教場亭,德清,,德清,,,
題心遠軒二首,心遠,,心遠,,,
題揚州山光寺,x,,,,,山
題方興化塋舍,x,,,,,方
題易道傳心圖,x,,,,,易
題李休寧藏齋,x,,,,,李;寧
題李彭州南亭,x,,,,,彭;李;南
題枕带雙流閣,x,,,雙流,,雙
題永嘉夢草堂,草堂,,草堂,草堂,,
題永州思范堂,x,,,,,范
題江山煙水圖,x,,,,,山
題江山萬里圖,x,,萬里,,,山
題泉州張許祠,x,,,,,許;張
題泉州萬安橋,x,,,,,安
題洗心亭次韻,x,,,,,
題浮玉山居圖,浮玉,,,浮玉,,山
題溫州江心寺,x,,,,,溫
題潮陽石塔寺,x,,,,,石
題祁門岳王廟,x,,,,,王;祁;岳
題神移仁壽塔,x,,,,,壽
題縣簿清心亭,x,,,,,
題羅源尉廨壁,x,,,,,羅
題老鶴萬里心,萬里,,萬里,,,
題處州直廳壁,x,,,,,
題處州翔峯閣,x,,,,,
題衢州唐臺山,x,,,,,唐;山
題衢州石壁寺,石壁,,,石壁,,石
題衢州順溪館,x,,,,,
題襄陽米芾祠,x,,,,,米
題西坡屷心亭,西坡,,,西坡,,
題西施捧心圖,x,,,,,施
題諸葛武侯祠,x,,,,,葛;侯;武;諸葛
題諸葛繡香園,x,,,,,葛;諸葛
題金華山寺壁,x,,,,,金;山
題錢塘三賢堂,x,,,,,錢
題靈峰見山閣,x,,,見山,,山
題韶州宣溪亭,x,,,,,韶
題韶州韶石亭,x,,,,,韶;石
餘干登眺有懷,x,,,,,懷;干
高郵遇大熱作,x,,,,,高
丁惠安贈肉蓯蓉,x,,,,,惠;安;丁
三弟得告來見省,x,,,,,
上水心先生三首,水心,,水心,水心,,
上饒祥符寺山亭,x,,,,,饒;山;符
上高疎寮處州守,高疎寮,,,疎寮,,高
中秋見月寄子瞻,子瞻,,子瞻,,,秋
中秋謝施婺源爰,x,,,,,謝;秋;施
丹稜楊子金挽詩,x,,,,,楊;金
乞紙寄諸葛桂隠,x,,,,,桂;葛;諸葛
乾上人會余長沙,x,,,,,余;沙
五用韻奉酬見寄,x,,,,,
仙居縣署巖老亭,巖老;仙居,,巖老,仙居,,
代上閬中章使君,x,,,,,章
代簡答次中見留,次中,,次中,,,簡
代謝人見惠墨竹,x,,,,,惠;謝
仰山見東寺索珠,x,,,,,東;仰;山;索
仲甄見和復用韻,x,,,,,仲;和;甄
伏日懷鄱陽同僚,x,,,,,懷;伏
伯鎮出都後見寄,伯鎮,,伯鎮,,,後
依韵和貢父見寄,貢父,,貢父,,,和
依韵答貫中見貽,x,,,,,
依韻和子聰見寄,x,,,,,和
依韻和季野見招,季野,,季野,,,和;季
依韻和春日見示,x,,,,,和
依韻和李安見寄,x,,,,,安;和;李
依韻和永叔見寄,永叔,,永叔,,,和
依韻和聖俞見寄,聖俞,,聖俞,,,和;俞
依韻和表臣見贈,表臣,,表臣,,,和
依韻和馮亞見贈,x,,,,,和;馮
俞秀老忽然不見,俞秀老,,秀老,,俞秀老,俞
偶見官舍梅花作,x,,,,,梅
偶見新花呈季和,季和,,季和,,,和;季
僧子思以卷來見,子思,,子思,,,
入臨川境馬上作,x,,,,,馬
入貴池逢張秀夫,x,,,,,池;張
兵後劉秀寬見過,x,,,,,劉;後
再和朱朝奉見寄,x,,,,,朱;和
再和顔長道見寄,長道,,長道,,,和
再和高提幹見寄,x,,,,,和;高
出城所見賦五題,x,,,,,
初見郴倅阮雲心,x,,,,,雲;阮;初
別無錫南禪蓮老,x,,,,,別;南
勸成都府學諸生,x,,,,,成
十四夜元衡見過,x,,,,,衡;元
升之兄見訪竹閣,升之,,升之,,,
南昌樓贈符子威,符子威,,子威,,,昌;符;南
即席送江夏茂才,夏茂才,,茂才,,,席;夏
厲杭雲袖詩見訪,x,,,,,厲;雲;杭
又和八窗叔見寄,x,,,,,和
又和曾秘丞見贈,x,,,,,和;曾
又和見招鼓山遊,x,,,,,山;和
又次韻前人見示,x,,,,,
古意謝崔揚州辟,x,,,,,崔;謝;古
同施倅遊壽昌觀,x,,,,,昌;壽;施
同曾公卷出南城,曾公卷,,公卷,,曾公卷,公;南;曾
